District,Date,Operator,Lease/Facility Name,Lease/ID,API#,Drill Permit #,Well #,Field Name,County,Fire,H2S,Injuries,Deaths,Remarks
3,11/10/2016,"Forge Energy, LLC",Monument A28-6,,165-38419,817236.0,1H,"Tex-Mex, SE (Wichita Albany)",Gaines,N,N,0,0,During the 14th stage of a 21 stage frac the production casing moved up hole several feet at the same time the surface casing failed. The production casing and frac stack then fell over
8,11/8/2016,"Enwater Operating, LLC",Easy Jet,46873.0,389-34742,,1,Collie (Delaware),Reeves,N,Y,0,0,Increase in volume caused the uncontrolled release.
8,10/19/2016,Pearl Resources Operationg Co.,Garnet State,,371-39426,818111.0,4,Wolfbone (Trend Area),Pecos,N,Y,0,0,Unprepared to hit a heavy flow while drilling.
8,10/24/2016,Enervest Operating LLC,Childrens Home 2,,483-33092,265280.0,4H,Frye Ranch (consolidated),Wheeler,N,N,0,0,Well is being worked over and had wellhead removed when well kicked and blew out.
10,10/17/2016,Three Rivers,Ladybird SWD,,109-32953,815536.0,1,"Ford, West (Wolfcamp)",Culberson,N,Y,0,0,"There is already surface casing 13 3/8” @ 558’ & circ, they TD’d at 2775’ and was going to run intermediate 9 5/8” when the stripping rubber failed inside the casing shoe. The operator had an uncontrolled flow with H2S and also a spot 150’ north of the rig started flowing water with H2S also."
8,9/30/2016,Lamay Corporation,State Tract 117,58974.0,007-30101,,1,Bartell Pass (Frio M),Aransas,N,N,0,0,well leaking dry gas into the atmosphere. The leaking well was reported to the TGLO by a boater in Aransas Bay.
4,9/24/2016,Kinder Morgan Production Co LLC,Goldsmith-Landreth/San Andres unit,,135-43426,817824.0,201AW,Goldsmith,Ector,N,Y,0,0,"new drillwell going uncontrolled starting at 1 am on September 24, 2016. They had shut down W Scharbauer Street which is about 800’ north of the well. Kinder Morgan had Wild Well Control contacted and heading there."
8,9/20/2016,Cabot Oil & Gas Corporation,Weldon Shcorp-prickly pear unit,271065.0,163-33670,,,Indio Tanks (Pearsall),Frio,N,N,0,0,Producing well (no active work was being performed on well at time of discovery) developed uncontrolled leak of dry gas in KTH flange at slips.
1,7/13/2016,Lone Star NGL Mont Belvieu,Central Terminal Lease,12081.0,,,1,Salt dome storage,Chambers,N,N,0,0,Leaking salt dome.
3,7/6/2016,"Cross Timbers Energy, LLC",Penwell Unit,23007.0,135-01481,,2388W,Penwell,Ector,N,Y,0,0,uncontrolled gas release from an unknown source breaking out to the surface from the outside of the surface casing of the above well.
8,7/1/2016,"EOG Resources, Inc.","Kleberg, RJ TR Stillman",258933.0,261-31544,,505,Tordilla (Deep Cons.),Kenedy,N,N,0,0,"During plugging operations, while attempting to cut and pull with casing jacks the 7-5/8” intermediated casing from approximately 50’ below the surface casing shoe depth (2,516’), the weld between the pulling nipple and the casing broke and the well began to flow. The well was full with 9.5-ppg plugging mud for well control purposes. The well flowed mud, followed by produced water for approximately one hour, until the flowing pressure had decreased enough that the pulling tools could be laid down, and the casinghead and master valve could be bolted back onto the wellhead. The shut-in wellhead pressure was 50-psi and the well is now under control."
4,6/29/2016,"Enerquest Operating, LLC",Brysch,258318.0,255-00718,,1,Panna Maria (Edwards),Karnes,N,Y,0,0,"it appears that during one of Encana’s frac jobs the pump jack on the Brysch #1 locked up and casing pressure increased on the Brysch #1, causing significant increase of water production into tanks, ultimately compromising the stuffing box seals, and water is now leaking through the stuffing box into the air and onto the ground. Enerquest personnel are not able to bring the well under control. Encana has agreed to take over kill operations of the well and is currently moving equipment onto location to perform top-down bullhead kill operation with oil-based mud. Encana states no elevated H2S levels have been detected thus far. H-9 on file from Enerquest shows H2S concentration at 25,600 ppm at 500 mcf/day. Both 100 ppm and 500 ppm ROE do not contain a public area or a public road. At least one nearby house has been evacuated as a precautionary measure. County Sheriff is controlling roadway, no shutdown of any public roads yet."
###,6/26/2016,"Equistar Chemicals, LP","Equistar Chemicals, LP",10752.0,071-81605,,7,Barbers Hill (Storage Cavern),Chambers,Y,N,0,0,pressurized cavern storage well in which communication to the surface has been observed.
3,6/2/2016,XTO Energy Inc.,Cordona Lake Consolidated,20582.0,103-32391,,62W,Cordona Lake,Crane,N,N,0,0,"The top section of the wellhead fell off due to a faulty wellhead per XTO. CO2 is blowing up approximately 20’ into the air with some produced water being released. XTO has well control equipment in route via a third party well control company. H2S and lower explosive limit (LEL) monitors have been placed around the location. None has been detected. The location is under 24 hour supervision. Well control operations are to begin tomorrow morning. Well is located at or near Juan Cordona Lake shoreline, an intermittent or salt lake, which currently contains water."
8,5/3/2016,"Mesa Operating, LLC",Jimmy Marshall,,307-31187,813672.0,2,Lohn (Strawn 900),McCulloch,N,N,0,0,"Well blowing mud ~ 7 ft. above the rig floor, with mud around the well bore. They were pulling out of the hole preparing to RIH with casing. TD of the well is 994’. There is 450 of drill collars in the hole with a wiper rubber on the drill pipe. Southwest fluids from Abilene is on location with additional mud to kill the well. Well is located ~ 150’ north of CR 504. This is a single string completion. The cementers and casing are on location."
7C,4/6/2016,Apache Corporation,Magpie Unit,,301-32807,812057.0,,Phantom (Wolfcamp),Loving,N,N,0,0,"completed, frac'd, and was blowing the well down when it plugged up. They currently have a rig on well that had been working to unplug the well. The BOP's are shut and the well is blowing out through a connection that failed below the BOP's."
8,4/2/2016,Occidental Permian LTD,Gains Wasson Clearfork Unit,63524.0,165-00783,,6513W,Wasson 72,Gaines,N,N,0,0,"Truck hit an injection line, causing the tubing to split above the wellhead on the water injection well. The water blew above the top of the tubing until a rig was moved in."
8A,3/28/2016,Energy Transfer Company,Fields,57629.0,237-30616,,13,"Bryson, South (Strawn 1700)",Jack,N,N,0,0,. A joint of 2 3/8” tubing that was in the well shot up thru the derrick floor and landed approximately 15' from floor and stuck in to the ground. Rig crew hands were able to shut blind rams on Blow Out Preventer (BOP) with pipe wrenches to gain control of the well. Well was out of control for approximately 10 minutes. NO INJURIES were sustained by anyone.
9,3/5/2016,"Chisholm Operating, Inc.",Baugh,19163.0,413-00444,,,Baugh (Strawn),Schleicher,N,N,0,0,Heater treater pop-off valve did not reset making dump valves inoperable. Fluid began to run out of the top of the heater treater.
01,12/15/15,"Eagle Ford Oil Co., Inc.",D.G. Tiller,150807,055-34922,,,Salt Flat (Edwards),Caldwell,N,Y,0,0,Corrosion on a capp on the well caused the blowout.
8A,12/07/15,"Tabula Rasa Energy, LLC","Seminole, East (San Andres)",60717,,,,"Seminole, East (San Andres) Unit",Gaines,N,Y,0,0,CR 107 closed and 25 homes evacuated. Workover rig on location and CO2 release.
04,12/03/15,"Remora Operating, LLC",Exxon State,274742,131-36942,,1,"Loma Novia, NE. (Wilcox)",Duval,N,N,0,0,Closed US-59. Producing well started blowing out.
8A,12/03/15,Occidental Permian Ltd.,Igoe-Smith Operator Area,05947,079-30345,,83,Slaughter,Cochran,N,N,0,0,Well began to be uncontrolled and let off CO2. Well died down and leak has been fixed
08,10/20/15,Kinder Morgan Production Co LLC,Goldsmith-Landreth/San Andres/UT,17491,135-30186,,301 W,Goldsmith,Ector,N,N,0,0,CO2 pocket released while BOP was being installed.
08,09/30/15,"Anadarko E&P Offshore, LLC",Sievers Unit 2-29,,389-34945,808620,1H,Phantom (Wolfcamp),Reeves,N,Y,0,0,During drilling operations gas was encountered. They let the well die down. It happened two more times on the last time a crack formed in the ground surface and began leaking sour gas.
08,09/30/15,"Brigham Resources Operating, LLC",Black Stone,,371-39240,791989,2H,Hoefs T-K (Wolfcamp),Pecos,N,N,0,0,During frac stimulation intermediate casing ruptured and possibly the surface casing.
3,09/12/15,RIO O&G LLC,"Simms, E.F.",19740,291-02918,,2,"Liberty, South",Liberty,N,N,0,0,"Leaking well in sporting center parking lot in Liberty, TX"
01,09/02/15,Oilfield Cleantech Water Rec. LLC,Keystone Ranch -A-,05204,163-31545,,3A,Pearsall (Austin Chalk),Frio,N,N,0,0,Well leaking through pinhole. Caused a gas cloud. They were able to kill the well.
02,05/19/15,ENCANA OIL & GAS (USA) INC,Dromgoole B Unit,,255-34351,800481,8H,Eagleville (Eagle Ford - 2),Karnes,N,N,0,0,Well control issue occurred when running in the hole to tubing. Small trailer park nearby was evacuated
05,04/11/15,"Vantage Fort Worth Energy, LLC",LABC South (SA),,439-36981,785117,8H,Newark,Tarrant,N,N,0,0,Well developed a leak below the master valve during fracing operations of the first stage of frac.
8A,04/07/15,Occidental Permian LTD,Denver Unit,18910,165-33459,,6751WC,Wasson,Gaines,N,Y,0,0,Well had a valve break and blow off. Leaking sour CO2
02,03/11/15,"Marathon Oil EF, LLC",Oxford-White Unit,,255-32760,10311,1H,Eagleville (Eagle Ford -2),Karnes,N,N,0,0,Blowout while conducting fracing.
06,03/28/15,"Triple M. Saltwater Disposal , LP",Petro-Wax LLC,08628,183-89876,,1,East Texas,Gregg,N,N,0,0,"When pulling tubing and packer got stuck. The well began to flow while working packer, blowing oil out into vacuum truck."
08,03/02/15,Cimarex Energy Co.,Sawtooth 55-6 (wolfcamp),,389-34046,774660,1H,Phantom (Wolfcamp),Reeves,N,N,0,0,Gasket started leaking when they were about to stimulate for fracture.
8A,01/06/14,XTO Energy Inc.,Cornell Unit,,501-36527,800727,130,Wasson,Yoakum,N,N,0,0,Blowout occurred during the drilling of the surface hole.
08,12/16/14,"Panther Exploration, LLC",Wile E. Coyote State 40,,389-34360,788670,1H,Phantom (Wolfcamp),Reeves,N,N,0,0,During the flowback and after the frac stimulation the well blewout.
08,12/15/14,"Jagged Peak Energy, LLC",Eiland 8-33,,389-34388,790202,1H,Phantom (Wolfcamp),Reeves,N,N,0,0,Blowout of oil and frac water when operator drilled out of the fracture stimulation. BOP would not close
8A,12/04/14,"Juno Operating Company II, LLC",Clark Wood Ranch,,107-31946,794185,K170,Hoople (clear fork),Crosby,N,N,0,0,Jetted too much fluid out fo the pit and the wellhead cracked.
08,12/10/14,"Bringham Resources Operating, LLC",Neal Lethco 16,,371-39280,799378,,Hoefs T-K (Wolfcamp),Pecos,N,N,0,0,Drilling surface hole and encountered heavy water flow from the Capitan Reef.
03,12/11/14,"Comstock Oil & Gas, LP",Kovar 'A',,051-33831,792615,1H,Giddings,Burleson,N,N,0,0,Evacuated homes in area and blocked off FM 1361. Gas was leaking from wellhead due to an open production casing valve just below ground level in the cellar.
04,11/29/14,AWP Operating Company,Marchbanks,,131-39489,789442,4,Tesoro Field,Duval,N,N,0,0,Pulling out pipe and well took a surge.
08,11/10/14,Shell Western E&P,Monroe 1-6 WRD,,475-36718,783527,3H,Phantom (Wolfcamp),Ward,N,N,0,0,"While on the fourth stage of fracking the 7"" casing parted approx. 10' below the frac tree and brought the tree and 7"" casing out of the hole, where it landed next to the well."
08,10/29/14,"Centennial Resource Prod., LLC",Sieber Trust,,389-34354,788330,3H,Wolfbone (Trend Area),Reeves,N,N,0,0,"While fracking communication developed between the 5-1/2"" production and 7"" intermediate casing. The wellhead seal failed and began leaking"
03,10/27/14,"EOG Resources, Inc.","Wales, Josey",,471-30372,787626,1H,"Fort Trinidad, East (Buda)",Walker,N,N,0,0,Well control issues during workover operations
01,08/28/14,Dewbre Petroleum Corp,Lawson-Ramsey,267310,17534146,,1,Cabeza Creek (1600),Zavala,N,N,0,0,During plugging and pulling joints the well began to blow dry gas.
01,08/30/14,EOG Resources,Guadalupe Unit,15916,17732620,,4H,Eagleville (Eagle Ford -1),Gonzales,N,N,0,0,Fluid started spilling out of the well when BOP did not shut properly.
01,07/18/14,CHESAPEAKE OPERATING,Peeler MCM H,,31136102,787517,3H,Eagleville (Eagle Ford -1),McMullen,N,N,0,0,Well began flowing brackish water. Killed well with mud.
03,06/27/14,Benchmark Oil & Gas Company,"Sunt Oil Company, Etal.",03232,361-30063,,13,Orange,Orange,N,N,0,0,Four families were evacuated from their homes. The well was blowing dry gas.
08,06/26/14,Kinder Morgan Production Co LLC,Goldsmith-Landreth/San Andres/UT,17491,135-06193,,249W,Goldsmith,Ector,N,Y,0,0,Injection well started releasing gas at the wellhead. Well was killed with mud.
8A,06/26/14,Occidental Permian LTD.,Anton-Irish Clearfork Unit,00304,189-30333,,454,Anton-Irish,Lamb,N,N,0,0,After crew has rigged up they installed a BOP. When they came back in the morning the rubbers on the BOP had failed. They killed the well with mud.
04,06/04/14,"Chesnut Oil & Gas, Inc.","Smith, Ora L.",112864,409-31773,,8,Midway (miocene) field,San Patricio,N,N,0,0,During State Funded Plugging operations well began flowing.
7C,05/30/14,"FIML Natural Resources, LLC",Pecan A,17854,235-35545,,1944C,Spraberry (Trend Area),Irion,N,N,1,0,Pulling tubing and BOP was closed. Removed BOP and the well began to blow.
02,05/27/14,Devon Energy Prod.,Kickendahl Unit 1,10625,123-32901,,4H,Eagleville (Eagle Ford - 2),De Witt,N,N,0,0,One family was evacuated from their home. Loss of surface casing integrity caused uncontrolled pressure in the cellar and release of a mix of crude oil and natural gas and produced water.
03,05/19/14,"EOG Resources, Inc.",Josey Wales,,471303371,780245,1H,Wildcat,Walker,N,N,0,0,Well began blowing rocks and gas during cementing job. Halliburton is the cement contractor
04,05/14/14,SM Energy Company,Briscoe G GU5 State (SA),,479-42679,788997,62H,Brisco Ranch (Eagleford),Webb,N,N,0,0,During hydraulic fracturing on the 19th of 25 stages fluid was observed flowing from the cellar at a rate of approx. 10-12 bbl per min.
7C,05/13/14,J.M. Cox Res.,Benendem/Spraberry Unit,05204,461-80750,,3105,Spraberry (Trend Area),Upton,Y,N,0,0,Well took a kick while pulling out of the holw. Gas reached the diesel engine and caused a runaway.
08,05/07/14,Anadarko E&P Onshore LLC,Wiggo 34-177,41553,475-35698,,1H,Phantom (Wolfcamp),Ward,N,N,0,0,Loss of well control during workover.
02,04/29/14,"Penn Virgina Oil & Gas, L.P.",Welhausen A,,,771385,2H,Eagleville (Eagle Ford -2),Lavaca,N,Y,2,0,"Workover rig and snubbing unit on location to clean out well prior to production test, high pressure from well caused failure of some sealing element causing temporary release of gas. Event caused injurt to two rig hands that work for Nabors. One was life-flighted out and the other transported by ambulance. Well was shut in and is currently under control. Max. est. H2S less than 15ppm."
03,04/09/14,Enervest Resources Co.,Danklefs,211969&211970,,,1C & 1T,"Nada, W. (Frio 4400)",Colorado,N,N,0,0,"Well began blowing salt water and after rigging up, it killed the well and released the Baker Model-R packer - pullin six strands. The rams had been changed in the BOP when Mercer Well Service arrived on location, but the rams were mismatched, 1-3/8 on one side and 2-7/8 on the other. They attempted to set the packer, unseccessfully, and attempted to intall the wraparound, which prevented them from being able to drop the string to close the blinds."
